timestamp,sensor_1,sensor_2,temperature,pressure
2024-01-04 00:00:00,0.3090116474582857,1.6509474419901273,2.725259181089755,0.06765845989997454
2024-01-04 00:00:06,0.5593669735826674,2.1467035173362916,2.727256776140577,0.03319598867331869
2024-01-04 00:00:12,0.5162100715493103,1.6985460459907944,2.559624141845044,-0.05208092078585752
2024-01-04 00:00:18,0.5125243564712735,1.8889270650815708,2.5840727457691437,-0.2699343431937169
2024-01-04 00:00:24,0.7757535653787531,1.7774996403549281,2.5493298445690935,-0.20466641484510104
2024-01-04 00:00:30,0.43234204101443063,1.6078618291479816,2.4106940409330564,-0.39211098214378465
2024-01-04 00:00:36,0.5792113066522897,2.339973804190217,2.285112748276146,-0.3756197582535542
2024-01-04 00:00:42,0.45738976217803456,1.8858241430381812,2.2459937602114572,-0.2549073614327577
2024-01-04 00:00:48,0.6220130283784047,1.6422710503763045,2.2322445272331657,-0.6433981069731818
2024-01-04 00:00:54,0.5426645703337893,1.5403365931787494,2.068572856515159,-0.6560998251507608
2024-01-04 00:01:00,0.5870662719516119,1.7716638048089555,2.0952775542812017,-0.724904428071852
2024-01-04 00:01:06,0.5430939559902708,1.7790082214624021,1.957710028543001,-0.47234638060426565
2024-01-04 00:01:12,0.5517144264848185,1.9120205634766547,1.8173487804444262,-0.3806351917892042
2024-01-04 00:01:18,0.6118933877311373,1.7431291929220984,1.7608344538281497,-0.848626443208729
2024-01-04 00:01:24,0.6614696110130256,1.9003748087670669,1.710551083995004,-0.6129988483552068
2024-01-04 00:01:30,0.40709569180101157,1.9029589197222703,1.6512089337878384,-0.7938524499119156
2024-01-04 00:01:36,0.5519363425382677,1.659475178150294,1.526750195525012,-0.5996185652868119
2024-01-04 00:01:42,0.5049051839885774,1.6530653235949322,1.499815107814247,-0.753497454510737
2024-01-04 00:01:48,0.49848379597723297,2.0943832577862134,1.3067154633236484,-0.5663859987217403
2024-01-04 00:01:54,0.778819986345722,2.1459208055554813,1.2667704865342098,-0.9085090481112421
2024-01-04 00:02:00,0.7233860086451975,1.8217132138740273,1.2236206733611446,-0.5241767033356188
2024-01-04 00:02:06,0.5335471860033592,1.7997506203278968,1.1058239088846793,-0.5720129421059157
2024-01-04 00:02:12,0.6499663814245994,1.405152060466285,1.03139527162957,-0.2777507388166068
2024-01-04 00:02:18,0.6209461403350907,1.0859321579236667,0.8910350355448325,-0.4641931251946906
2024-01-04 00:02:24,0.556475317278688,1.5320601836726686,0.8787588950096071,-0.2275669584674391
2024-01-04 00:02:30,0.5693804138434503,1.6028676298193898,0.7072168880951655,-0.472857821370346
2024-01-04 00:02:36,0.6063240941686505,1.452810152959311,0.6961904327362564,-0.852198012315593
2024-01-04 00:02:42,0.870036170387165,2.070132070709734,0.5866435830827065,-0.661181917983273
2024-01-04 00:02:48,0.9011533956692243,1.5820831489583083,0.46735669703062943,-0.4103630654734199
2024-01-04 00:02:54,0.7628496439084306,1.597395070639005,0.35308142647706797,-0.26728366293502054
2024-01-04 00:03:00,0.6971663401509608,1.761300222136369,0.31278261620157655,-0.4275258249746173
2024-01-04 00:03:06,0.5342615373471166,1.4500815040945172,0.20654341303393112,-0.03585656898134775
2024-01-04 00:03:12,0.7653913470125933,1.2844928706145702,0.13709906119792487,-0.0992086010288887
2024-01-04 00:03:18,0.5084818022073727,1.6654356643683117,0.1252751631239657,-0.08311034388612648
2024-01-04 00:03:24,0.647408655329397,1.651172753602821,-0.026254450112717084,-0.12068961289407472
2024-01-04 00:03:30,0.9092653712238133,1.763237713892881,-0.023456287610550963,-0.1899620663473643
2024-01-04 00:03:36,0.9146753903231164,1.664963406951042,-0.1477871718628318,-0.1064025241293698
2024-01-04 00:03:42,0.7612857504976683,1.515710235687419,-0.16798278296652847,-0.26522412366353365
